user_page,username,user_created_at,user_followers,user_followings,verified_user,tweet_url,conv_id,user_country,tweet_created_at,tweet_text,is_retweet,tweet_lang,retweet_count,like_count,quote_count
 https://twitter.com/i/user/65052308,rodriggolima,2009-08-12 14:43:27+00:00,1181,510,False,https://twitter.com/twitter/status/1145842356396187648,conv_id: 424178487730397184,,2019-07-01 23:51:21+00:00,@MoniqueCheker @deltanmd @VladimirAras @FabioSeghese @HelioTelho @JaniceAscari @AlanMansur @Mario_Bonsaglia @WSarai “Valeu Mô” 🤭,False,pt,0,0,0
 https://twitter.com/i/user/191640915,RibeirosXingu,2010-09-16 23:40:43+00:00,690,1103,False,https://twitter.com/twitter/status/1145798771705466880,conv_id: 424178487730397184,Brasilien,2019-07-01 20:58:09+00:00,"@deltanmd @MoniqueCheker É Bixa!!! Sai do armário Bixa. 

Vc será bem recebida. Não sei se os minions lhe receberão bem quando sair do armário, pois a grande maioria é homofóbica.",False,pt,0,0,0
 https://twitter.com/i/user/85102619,rowajsfeld,2009-10-25 15:32:45+00:00,648,1301,False,https://twitter.com/twitter/status/1145783376395276289,conv_id: 424178487730397184,,2019-07-01 19:56:59+00:00,"@vallmotta @MoniqueCheker Muito lindo isso, né, ""mô""... que fofo!",False,pt,0,1,0
 https://twitter.com/i/user/85102619,rowajsfeld,2009-10-25 15:32:45+00:00,648,1301,False,https://twitter.com/twitter/status/1145782894457163777,conv_id: 424178487730397184,,2019-07-01 19:55:04+00:00,"@MoniqueCheker Môôôô, ói nóis aqui te seguindo tb!!! Amei sua participação no TIB @TheInterceptBr",False,pt,0,0,0
 https://twitter.com/i/user/2430760789,bruce_luciano,2014-04-06 17:11:54+00:00,327,496,False,https://twitter.com/twitter/status/1145772176576077825,conv_id: 424178487730397184,,2019-07-01 19:12:28+00:00,@deltanmd @rotchajunior @MoniqueCheker Valeu aí Mô https://t.co/Z0FcRZBUcb,False,pt,0,0,0
 https://twitter.com/i/user/30063082,arthursouza,2009-04-09 20:44:07+00:00,361,515,False,https://twitter.com/twitter/status/1145753588825804801,conv_id: 424178487730397184,,2019-07-01 17:58:37+00:00,"@PATRlOTAS @deltanmd @MoniqueCheker Pelo jeito você pegou o bonde andando. A veracidade das msgs nunca foi questionada. O que se questionou era se quando o fraudador procurador usava ""Mo"" nas msgs se referia ou não a Monique Cheker. Fumus boni iuris. Ou em bom português, onde há fumaça há fogo.",False,pt,0,0,0
 https://twitter.com/i/user/62891971,jomarlov,2009-08-04 18:38:11+00:00,879,372,False,https://twitter.com/twitter/status/1145729257529847813,conv_id: 424178487730397184,,2019-07-01 16:21:56+00:00,@Pollima36 @mivagodet @deltanmd @ggreenwald @MoniqueCheker Moro e seus delatores amestrados,False,pt,0,0,0
 https://twitter.com/i/user/62891971,jomarlov,2009-08-04 18:38:11+00:00,879,372,False,https://twitter.com/twitter/status/1145729209769312256,conv_id: 424178487730397184,,2019-07-01 16:21:44+00:00,@mamysdopedro @mivagodet @deltanmd @MoniqueCheker Moro e seus delatores amestrados,False,pt,0,0,0
 https://twitter.com/i/user/62891971,jomarlov,2009-08-04 18:38:11+00:00,879,372,False,https://twitter.com/twitter/status/1145729121093378051,conv_id: 424178487730397184,,2019-07-01 16:21:23+00:00,@lelispatricia @mivagodet @deltanmd @MoniqueCheker Moro e seus delatores amestrados,False,pt,0,0,0
 https://twitter.com/i/user/62891971,jomarlov,2009-08-04 18:38:11+00:00,879,372,False,https://twitter.com/twitter/status/1145728701415534603,conv_id: 424178487730397184,,2019-07-01 16:19:43+00:00,@rafaelcaptiosus @mivagodet @deltanmd @MoniqueCheker @TheInterceptBr Moro e seus delatores amestrados,False,pt,0,0,0
 https://twitter.com/i/user/62891971,jomarlov,2009-08-04 18:38:11+00:00,879,372,False,https://twitter.com/twitter/status/1145728285902553093,conv_id: 424178487730397184,,2019-07-01 16:18:04+00:00,@agamenonsaude13 @mivagodet @deltanmd @MoniqueCheker Moro e seus delatores amestrados,False,pt,0,0,0
 https://twitter.com/i/user/75082757,cashmwah,2009-09-17 18:43:48+00:00,356,3158,False,https://twitter.com/twitter/status/1145719609775013890,conv_id: 424178487730397184,,2019-07-01 15:43:36+00:00,@HrGuilhermee @deltanmd @MoniqueCheker kkkkkkk,False,und,0,0,0
 https://twitter.com/i/user/1076157646674247681,Personalx9,2018-12-21 16:49:11+00:00,620,235,False,https://twitter.com/twitter/status/1145714897143177216,conv_id: 424178487730397184,,2019-07-01 15:24:52+00:00,@claudiominas_73 @deltanmd @ggreenwald @MoniqueCheker Hahahahahaha,False,tl,0,1,0
 https://twitter.com/i/user/1046399152614256643,MiguelDabdoub,2018-09-30 13:59:33+00:00,31,21,False,https://twitter.com/twitter/status/1145709768293724161,conv_id: 424178487730397184,,2019-07-01 15:04:29+00:00,"@MoniqueCheker Tem muitos hackers. Será que estão adulterando essas mensagens? 👇
Por favor alguém esclareça. É para abafar ou para continuar? https://t.co/0d5uAbE76n",False,pt,0,0,0
 https://twitter.com/i/user/3239867393,souza140neve,2015-05-07 02:47:22+00:00,5332,5319,False,https://twitter.com/twitter/status/1145705874733899776,conv_id: 424178487730397184,,2019-07-01 14:49:01+00:00,@deltanmd @mivagodet @MoniqueCheker Oi Mô tem nudes? https://t.co/ke5wfVcnYR,False,pt,0,0,0
