user_page,username,user_created_at,user_followers,user_followings,verified_user,tweet_url,conv_id,user_country,tweet_created_at,tweet_text,is_retweet,tweet_lang,retweet_count,like_count,quote_count
 https://twitter.com/i/user/2296138146,deltanmd,2014-01-17 13:43:41+00:00,1734901,1125,True,https://twitter.com/twitter/status/560874145530257408,conv_id: 560874145530257408,,2015-01-29 18:56:31+00:00,http://t.co/VykfVY6GJy,False,zxx,53,48,0
 https://twitter.com/i/user/2296138146,deltanmd,2014-01-17 13:43:41+00:00,1734901,1125,True,https://twitter.com/twitter/status/560873762594516992,conv_id: 560873762594516992,,2015-01-29 18:55:00+00:00,Já está disponível a versão mobile do site da Lava Jato http://t.co/VAxicSDPfd,False,pt,21,13,0
 https://twitter.com/i/user/2296138146,deltanmd,2014-01-17 13:43:41+00:00,1734901,1125,True,https://twitter.com/twitter/status/560645064108810240,conv_id: 560645064108810240,,2015-01-29 03:46:14+00:00,"RT @AlanMansur: Hotsite do #MPF sobre as apurações, denúncias e decisões do caso #Lava-Jato http://t.co/sLq1UcgBVf http://t.co/O2UPCZH000",True,pt,24,0,0
 https://twitter.com/i/user/2296138146,deltanmd,2014-01-17 13:43:41+00:00,1734901,1125,True,https://twitter.com/twitter/status/560643115359674370,conv_id: 560643115359674370,,2015-01-29 03:38:29+00:00,RT @HelioTelho: Frederico Vasconcelos: Força-tarefa do MPF cria site sobre a Lava Jato - Poder - Folha de S.Paulo http://t.co/kiTZRQftoU #P…,True,pt,6,0,0
 https://twitter.com/i/user/2296138146,deltanmd,2014-01-17 13:43:41+00:00,1734901,1125,True,https://twitter.com/twitter/status/560642152494272512,conv_id: 560642152494272512,,2015-01-29 03:34:40+00:00,"RT @WSarai: #MPF: empreiteiras não são vítimas, mas protagonistas do esquema de corrupção http://t.co/25o5N2g8qX http://t.co/wuTiMYdG6e MT …",True,pt,33,0,0
 https://twitter.com/i/user/2296138146,deltanmd,2014-01-17 13:43:41+00:00,1734901,1125,True,https://twitter.com/twitter/status/560641854845489152,conv_id: 560641854845489152,,2015-01-29 03:33:29+00:00,"RT @AlanMansur: Procurador Deltan Dallagnol @deltanmd : Empreiteiras não são vítimas, mas protagonistas do esquema de corrupção http://t.co…",True,pt,15,0,0
 https://twitter.com/i/user/2296138146,deltanmd,2014-01-17 13:43:41+00:00,1734901,1125,True,https://twitter.com/twitter/status/554397650955808768,conv_id: 554397650955808768,,2015-01-11 22:01:14+00:00,"RT @HelioTelho: “@AiltonBenedito: Em nove meses, força-tarefa da #LavaJato fez 88 réus http://t.co/eLWWOe1uBh via @VEJA”",True,pt,5,0,0
 https://twitter.com/i/user/2296138146,deltanmd,2014-01-17 13:43:41+00:00,1734901,1125,True,https://twitter.com/twitter/status/552309679498747904,conv_id: 552097779338985473,,2015-01-06 03:44:23+00:00,"@wanderleyfjr Se preferir, manda um e-mail para contatolavajato@mpf.mp.br",False,pt,0,0,0
 https://twitter.com/i/user/2296138146,deltanmd,2014-01-17 13:43:41+00:00,1734901,1125,True,https://twitter.com/twitter/status/552307537224404992,conv_id: 552097779338985473,,2015-01-06 03:35:52+00:00,@wanderleyfjr Me passa seu email ou telefone de contato por favor,False,pt,0,0,0
 https://twitter.com/i/user/2296138146,deltanmd,2014-01-17 13:43:41+00:00,1734901,1125,True,https://twitter.com/twitter/status/560874145530257408,conv_id: 560874145530257408,,2015-01-29 18:56:31+00:00,http://t.co/VykfVY6GJy,False,zxx,53,48,0
 https://twitter.com/i/user/2296138146,deltanmd,2014-01-17 13:43:41+00:00,1734901,1125,True,https://twitter.com/twitter/status/560873762594516992,conv_id: 560873762594516992,,2015-01-29 18:55:00+00:00,Já está disponível a versão mobile do site da Lava Jato http://t.co/VAxicSDPfd,False,pt,21,13,0
 https://twitter.com/i/user/2296138146,deltanmd,2014-01-17 13:43:41+00:00,1734901,1125,True,https://twitter.com/twitter/status/560645064108810240,conv_id: 560645064108810240,,2015-01-29 03:46:14+00:00,"RT @AlanMansur: Hotsite do #MPF sobre as apurações, denúncias e decisões do caso #Lava-Jato http://t.co/sLq1UcgBVf http://t.co/O2UPCZH000",True,pt,24,0,0
 https://twitter.com/i/user/2296138146,deltanmd,2014-01-17 13:43:41+00:00,1734901,1125,True,https://twitter.com/twitter/status/560643115359674370,conv_id: 560643115359674370,,2015-01-29 03:38:29+00:00,RT @HelioTelho: Frederico Vasconcelos: Força-tarefa do MPF cria site sobre a Lava Jato - Poder - Folha de S.Paulo http://t.co/kiTZRQftoU #P…,True,pt,6,0,0
 https://twitter.com/i/user/2296138146,deltanmd,2014-01-17 13:43:41+00:00,1734901,1125,True,https://twitter.com/twitter/status/560642152494272512,conv_id: 560642152494272512,,2015-01-29 03:34:40+00:00,"RT @WSarai: #MPF: empreiteiras não são vítimas, mas protagonistas do esquema de corrupção http://t.co/25o5N2g8qX http://t.co/wuTiMYdG6e MT …",True,pt,33,0,0
 https://twitter.com/i/user/2296138146,deltanmd,2014-01-17 13:43:41+00:00,1734901,1125,True,https://twitter.com/twitter/status/560641854845489152,conv_id: 560641854845489152,,2015-01-29 03:33:29+00:00,"RT @AlanMansur: Procurador Deltan Dallagnol @deltanmd : Empreiteiras não são vítimas, mas protagonistas do esquema de corrupção http://t.co…",True,pt,15,0,0
